Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Перевод названия,Area,Contact,Clicks Amount,Price per meter,Price,Address,District,Metro,Yandex Adres Link,Available areas,Lots Number,Min square,Max square,Краткая фраза,Description,Тип недвижимости,Tittle Image,Second Image,Logo,Presentation,photos,Порядок на главной странице
LOUVRE RESIDENCES,louvre-residences,62e165885f812e7893e3a10e,633d4c2b0fc6855b3e09e7c5,Wed Oct 05 2022 09:19:39 GMT+0000 (Coordinated Universal Time),Wed Oct 05 2022 09:19:39 GMT+0000 (Coordinated Universal Time),Wed Oct 05 2022 09:24:11 GMT+0000 (Coordinated Universal Time),Лувре Резиденс,saadiyat,milchakova-svetlana,0,563 750,22 550 000 ,Louvre Abu Dhabi Residences,-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A9edb705948d1ab7d3ae88840eac79e17b4590896b20e7b02bb653ea2342cab40&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 40 до 159 ,186,40,159,Резиденции Лувра Абу-Даби ,"<p id="""">Комплекс Louvre Abu Dhabi Residences — ультрароскошный жилой комплекс в строящемся поселке Саадият-Гроув на острове Саадият. Проект представляет крупнейший застройщик ОАЭ, Aldar Properties. Для реализации этого потрясающего проекта Aldar Properties выступил в коллаборации со всемирно известным Лувром Абу-Даби, чтобы создать первую в мире резиденцию под брендом музея. Проект предоставляет возможность выбрать свой будущий дом мечты из множества изысканных студий и квартир с 1-3 спальнями, с окнами от пола до потолка, выходящими на знаменитый Лувр Абу-Даби, крупнейший культурный проект Франции за рубежом.</p><p id="""">Louvre Abu Dhabi Residences представит всего 186 квартир, каждая из которых будет иметь балкон, а комплекс также включает в себя общую террасу, откуда жители получат самые потрясающие виды на Лувр Абу-Даби, Национальный музей Зайда и бульвар.</p><p id="""">Отдельного восторга следует удостоить вестибюль Louvre Abu Dhabi Residences с потолками двойной высоты и расположенными на его территории всемирно известными произведениями искусства.</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4aecf8e729280e80f008_louvre-abu-dhabi-aldar-gallery-image234.jpeg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4af01770b6666e2aec0e_louvre-abu-dhabi-aldar-gallery-image13.jpeg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4b195714e7085a07f891_LOUVRE_ABU_DABI.svg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4bd2ec957ee732855012_LOUVRE%20RESIDENCES.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4af70ebfd1d39a59279a_louvre-abu-dhabi-aldar-gallery-image.jpeg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4af70c20e9cb8493e193_louvre-abu-dhabi-aldar-gallery-image7.jpeg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4af70c20e9692d93e192_louvre-abu-dhabi-aldar-gallery-image12.jpeg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4af01770b6666e2aec0e_louvre-abu-dhabi-aldar-gallery-image13.jpeg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633d4aecf8e729280e80f008_louvre-abu-dhabi-aldar-gallery-image234.jpeg,
MBL Residence Tower ,mbl-residence-tower,62e165885f812e7893e3a10e,62e75f3aa26fe326aeb0894f,Mon Aug 01 2022 05:06:02 GMT+0000 (Coordinated Universal Time),Mon Aug 01 2022 10:12:20 GMT+0000 (Coordinated Universal Time),Mon Aug 01 2022 10:26:44 GMT+0000 (Coordinated Universal Time),МБЛ Резиденция,mapjlt,milchakova-svetlana,0,225 241,27 930 000 ,"Jumeirah Lake Towers, Дубай, ОАЭ",-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A4373b0cad79d6330d9c9e8081f0699a98f6b74bedbca2bbef156721a8dbbea1f&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 124 до 128 ,13,124,128,"MBL Residence – это собой многофункциональный жилой комплекс премиум-класса, расположенный в развивающемся семейном районе Дубая ","<p id="""">MBL Residence – это собой многофункциональный жилой комплекс премиум-класса, расположенный в развивающемся семейном районе Дубая Jumeirah Lake Towers. Здание представляет собой 40-этажный небоскреб, в котором располагается 472 жилых объекта. Недвижимость MBL Residence включает апартаменты с одной, двумя и тремя спальнями площадью 71-128 кв. м. Все объекты оснащены панорамными окнами с видом на бассейн, озеро и городской пейзаж. В наличии полностью оборудованные кухни и ванные комнаты с современной сантехникой. Стоимость жилья составляет от AED 1,060,000 (USD 288 600).</p><p id="""">Комплекс MBL Residence построен в популярном уютном районе Jumeirah Lake Towers, рядом с живописной парковой зоной. У жителей комплекса есть доступ к крупной автомагистрали Sheikh Zayed Road. В пределах 10 минут езды от комплекса расположен популярный курортный район Dubai Marina, с одноименным торговым центром, яхт-клубом и прогулочной набережной. </p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75e842cf3979f7d633493_mbl-residence-1.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75e8c4512d671d1e106d2_mbl-residence-2.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a64ab3587b366f35a7d8_MBL_residences.svg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75efedd3aacc5292f21b4_MBL_Brochure-1-compressed.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75e9543e47b066e762621_mbl-residence-4.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75e942fdfe1a436803a18_mbl-residence-5.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75e951cbbc758a23dbc1d_mbl-residence-6.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75e94c95a77f4db1b9ee1_mbl-residence-8.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e75e9555987642461695ff_mbl-residence-9.jpg,5
MBL ROYAL,mbl-royal,62e165885f812e7893e3a10e,62e7a2726e02f834359069ad,Mon Aug 01 2022 09:52:50 GMT+0000 (Coordinated Universal Time),Wed Oct 05 2022 09:21:02 GMT+0000 (Coordinated Universal Time),Wed Oct 05 2022 09:24:11 GMT+0000 (Coordinated Universal Time),МБЛ Роял,jumeirah,milchakova-svetlana,0,281 539,60 531 000,рядом с улицей First Al Khail St,-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A50a4c18544046c3038c4e804b7dff52c595425465c9b4c561ff4eac8846dcd7b&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 64 до 185,10,64,185,"Residence - новый высотный жилой комплекс премиум-класса, расположен на берегу озера в районе Jumeirah Lake Towers","<p id="""">Residence - новый высотный жилой комплекс премиум-класса, расположен на берегу озера в районе Jumeirah Lake Towers</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a20cf08c9b59997351c3_mbl-royal-new-launch-in-dubai-1.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a21144765e5d5460d185_mbl-royal-new-launch-in-dubai-2.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a553e047c7bd041e7781_mbl_royal.svg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a2306e02f80a17906316_MBL-Royal-compressed.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a21684e67829a933ae19_mbl-royal-new-launch-in-dubai-13.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a216ce7331063d025111_mbl-royal-new-launch-in-dubai-14.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a2177fa074e0700e9798_mbl-royal-new-launch-in-dubai-15.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a21616ec364dc58196e3_mbl-royal-new-launch-in-dubai-16.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a218010e0f68a6a9fe7b_mbl-royal-new-launch-in-dubai-17.jpg,
Mr. C Residences,mr-c-residences,62e165885f812e7893e3a10e,62e760dfbd1694d57e38b86f,Mon Aug 01 2022 05:13:03 GMT+0000 (Coordinated Universal Time),Tue Aug 02 2022 07:13:40 GMT+0000 (Coordinated Universal Time),Tue Aug 02 2022 07:14:36 GMT+0000 (Coordinated Universal Time),Мр Резиденция,al-safa,milchakova-svetlana,0,1 021 178,268 570 000,PALM JUMEIRAH,-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A97de4e1b30462556820bf2e44b3475fc08a7ce55bc87a2c46793bc020c7c57e6&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 263 до 516 ,23,263,516,"Апартаменты и пентхаусы с обслуживанием, расположен в самом сердце Дубая Джумейра!","<p id="""">Mr. C Residences Jumeirah находится всего в нескольких минутах езды от центра Дубая</p><p id="""">и пляжного района Джумейра, предлагая жителям доступ </p><p id="""">к обеим сторонам одного из самых передовых городов мира. Пляжи и</p><p id="""">катание на лодках находятся в пределах досягаемости жителей, в то время как многокультурные и итальянские рестораны</p><p id="""">и места для общения находятся всего в нескольких шагах от их дома.</p><p id="""">Mr.C Residences - это современный прибрежный жилой комплекс, который обеспечивает европейский комфорт и роскошную жизнь в Дубае. Комплекс расположен в самом сердце района Джумейра и в настоящее время находится в стадии строительства, предполагаемая дата завершения - 4 квартал 2023 года.Mr.C Residences предлагает апартаменты с 3 и 4 спальнями, а также три эксклюзивных пентхауса с 5 спальнями.</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760a92fdfe14878806310_Mr-C-Residences-Dubai-Jumeirah-1.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760adeb6f4a1fc815beed_Mr-C-Residences-Dubai-Jumeirah-2.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a58c87c99a6ba5a447ea_Mr-c_residences.png,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760cff3361017b638e3de_mr-c-residences-compressed.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760adeb6f4a1fc815beed_Mr-C-Residences-Dubai-Jumeirah-2.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760b669c3f3cd06c7f5f5_Mr-C-Residences-Dubai-Jumeirah-3.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760b5e67b539e8b2ebd8f_Mr-C-Residences-Dubai-Jumeirah-4.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760b5e67b53cd952ebd8e_Mr-C-Residences-Dubai-Jumeirah-5.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e760b5bd169474af38b719_Mr-C-Residences-Dubai-Jumeirah.jpg,3
Oakley Square Residences,oakley-square-residences,62e165885f812e7893e3a10e,634241bceb3b668621fd3b5c,Sun Oct 09 2022 03:36:28 GMT+0000 (Coordinated Universal Time),Sun Oct 09 2022 03:36:28 GMT+0000 (Coordinated Universal Time),Sun Oct 09 2022 05:27:32 GMT+0000 (Coordinated Universal Time),Оакли,jumeirah,milchakova-svetlana,0,201 000 ,10 420 000 ,Oakley Square Residences,-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3Ae22bdf5a6fef7ea09a24b15552558a7d16bcb203512fd7646af4c9d82bdfe4b1&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,по запросу,269,10,1000,Роскошные интерьеры и величественные экстерьеры покорят ваше сердце. ,"<p id="""">Новая элитная недвижимость Дубая представлена в комплексе <strong id="""">Oakley Square Residences</strong> от компании-застройщика <strong id="""">Ellington Properties</strong>. Комплекс расположен в районе <strong id="""">Jumeirah Village Circle (JVC)</strong>, что позволяет его жителям вести спокойный образ жизни вдали от городской суеты, в непосредственной близости к природе. Жители комплекса имеют возможность встречать рассветы и закаты на берегу моря, жить в комфорте и роскоши и не беспокоиться ни о чем.</p><p id="""">269 высококлассных и суперсовременных квартир в Дубае включает комплекс <strong id="""">Oakley Square Residences</strong>. Удобные<strong id=""""> студии и просторные апартаменты с 1 и 2 спальнями</strong>, представленные в комплексе, предлагают своим владельцам целый спектр самых &nbsp;разных удобств и услуг:</p><p id="""">· &nbsp; &nbsp; &nbsp;Взрослый и детский бассейны;</p><p id="""">· &nbsp; &nbsp; &nbsp;Парковка с предусмотренными зарядными станциями для электромобилей;</p><p id="""">· &nbsp; &nbsp; &nbsp;Круглосуточное видеонаблюдение и охрана;</p><p id="""">· &nbsp; &nbsp; &nbsp;Крытый и открытый фитнес-центры;</p><p id="""">· &nbsp; &nbsp; &nbsp;Кинозал;</p><p id="""">· &nbsp; &nbsp; &nbsp;Парк и зеленая зона;</p><p id="""">· &nbsp; &nbsp; &nbsp;Детские игровые площадки;</p><p id="""">· &nbsp; &nbsp; &nbsp;Больницы и поликлиники;</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/6342419f23de291909d53f28_oakley-square-residences-7.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/634241a5e2412da392c20c1c_oakley-square-residences-9.jpg,,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/634241b8e3265c66543f10d6_oakley-square-residences-2.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/634241b4eae8f441ca851f89_oakley-square-residences-3.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/634241b398f0f6f35f50e61e_oakley-square-residences-5.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/634241b44078365ad1eb6447_oakley-square-residences-6.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/634241b4859df608478dc969_oakley-square-residences-10.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/634241b36a18b6b519c189ef_oakley-square-residences-12.jpg,
One at palm Jumeirah ,one-at-palm-jumeirah,62e165885f812e7893e3a10e,63381b14a3f8a535d3983673,Sat Oct 01 2022 10:48:52 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 10:48:52 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 17:12:26 GMT+0000 (Coordinated Universal Time),Джумеиал,al-khail-2,milchakova-svetlana,0,по запросу,по запросу,"Palm Jumeirah, Дубай, ОАЭ",-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A7e61ede3e0a8f90954de8efc5c6d22b07fed646fc4a47c39fd699fc47a5271ec&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 259 до 2078 ,94,259,2078,One at Palm Jumeirah - это полностью переосмысленный подход к элегантности и эксклюзивности. ,"<p id="""">Построенный в 2006 году отель Palm Jumeirah, несомненно является самым впечатляющим местом Дубая и мировой иконой. Чудо современной инженерии, остров может похвастаться нетронутыми пляжами, окруженными кристально–голубыми водами Персидского залива - отличное место для тех, кто может оценить эксклюзивный образ жизни. Это единственное в своем роде место теперь располагает замечательной коллекцией потрясающих &nbsp;резиденций &nbsp;в самом выгодном месте. </p><p id="""">Культовая архитектура, обширные планировки,</p><p id="""">непревзойденные удобства, пышные зеленые насаждения и самые востребованные</p><p id="""">элементы интерьера делают отель Palm Jumeirah больше, чем резиденцией, </p><p id="""">– это настоящий шедевр искусного дизайна и вершина роскошной жизни во всех ее аспектах.</p><p id="""">Ограниченная коллекция из 94 эксклюзивных домов предназначенных для жизни.</p><p id="""">One at Palm Jumeirah предлагает новый уровень роскоши для ценителей совершенства.</p><p id="""">ОСОБЕННОСТИ &amp; УДОБСТВА: </p><p id="""">Частный Бассейн</p><p id="""">Тренажерный Зал</p><p id="""">Ресторан</p><p id="""">Система Кондиционирования</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a47816bc9cb54ca392a_One%20At%20Palm%20Jumeirah%20Brochure-3_page-0001.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a4de9faf7f16f075a0f_One%20At%20Palm%20Jumeirah%20Brochure-5_page-0001.jpg,,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a846320c897a77697b9_One%20At%20Palm%20Jumeirah%20Brochure-min.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a58e8d182f98b7a4296_One%20At%20Palm%20Jumeirah%20Brochure-19.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a58dcea696a57179f89_One%20At%20Palm%20Jumeirah%20Brochure-22.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a58f6ee971b7f44cb28_One%20At%20Palm%20Jumeirah%20Brochure-25.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a577b04fdccedc645aa_One%20At%20Palm%20Jumeirah%20Brochure-49.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/63381a5cf6ee97764f44cb66_One%20At%20Palm%20Jumeirah%20Brochure-50.jpg,
Orania,orania,62e165885f812e7893e3a10e,62e775291cbbc797e83ec13d,Mon Aug 01 2022 06:39:37 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 17:28:06 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 17:29:31 GMT+0000 (Coordinated Universal Time),Оранай,burj-khalifa-dubai-mall,milchakova-svetlana,0,134 602,23 690 000 ,"Dubailand, Дубай, ОАЭ",-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A576045d257dfec240f2141b766a3f5b6891fe326b3abe5a444a335fff9f51b21&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 176 до 187 ,22,176,187,"Orania Townhouses — это новая 4-я очередь жилого комплекса The Valley, выгодно расположенная рядом с Al Ain Road и Dubailand. ","<p id="""">Поселок расположен между перекрестком улиц Аль-Айн и Джебель-Али-Лехбаб. Аль-Айн-роуд — главная транспортная артерия, соединяющая район Аль-Айн с Дубаем, а это значит, что The Valley может стать идеальным местом для переезда для тех, кто уже живет в Аль-Айне и работает в Дубае. С доступной ценой это, пожалуй, будет одним из лучших решений, чтобы остаться в пределах разумного бюджета, но жить в зеленом уединенном районе, который ближе к центру Дубая, чем вы думаете.</p><p id="""">The Valley расположена вдали от шумных городских районов. Тем не менее, сообщество не лишено городских преимуществ и находится всего в нескольких шагах от Dubai Outlet Mall — единственного в своем роде места в ОАЭ, где можно купить товары со скидкой в ​​популярных фирменных розничных магазинах. Наряду с шопингом, в этом заведении представлен широкий выбор развлечений и заведений общественного питания. Стадион Регби-7 — еще один важный комплекс поблизости (10 минут на машине). Он считается одним из старейших и лучших клубов регби в Дубае и ежегодно проводит трехдневные соревнования по регби.</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e775051cbbc71ce83ec0c2_file-1.png,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e775095598766ff5178de6_file-4.png,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633878a2c1e3e8862b6d0e06_ORANIA.png,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e774401cbbc772453ebc97_pdf_1656938873.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77510c2321d5e8a8b90d2_file-3.png; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77510cd2d3453f4192d70_file-2.png; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7751143831351f1484f07_file-5.png; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e775115d99640091f87d30_file-6.png; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77511d40fd82751413dc3_file-7.png,
Palme Couture Residences,palme-couture-residences,62e165885f812e7893e3a10e,62e776a85d996470c1f89b0e,Mon Aug 01 2022 06:46:00 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 17:27:47 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 17:29:31 GMT+0000 (Coordinated Universal Time),Палма Кютюр,jumeirah,milchakova-svetlana,0,1 080 337,480 750 000 ,На острове Palm Jumeirah ,-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A783ea28e299b890e3843811196dad2b120a1264df80797791ee0a3872675ce5d&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 445 до 692 ,7,445,692,"Роскошь здесь, на Пальме Джумейра","<p id="""">Если вы хотите что-то действительно эксклюзивное и безупречное по дизайну, вам нужно посмотреть Palme Couture. Дизайн этих 14 резиденций не имеет себе равных ни в одном другом комплексе в Дубае. Уделяя пристальное внимание видам, природе, свету и балансу, Palme Couture предлагает действительно высококачественную отделку. В этом дизайнерском комплексе осталось совсем немного квартир. Он спроектирован Массимо Лизотти из Innovate Living. Palme Couture для тех, кто хочет сделать город Дубай своей обителью. 14 резиденций разделены на: - семь апартаментов с 3 спальнями - две квартиры с 4 спальнями - два таунхауса с 4 спальнями и открытыми бассейнами - два дуплекса с 5 спальнями и закрытым / открытым бассейнами - королевский пентхаус с 4 спальнями, отдельный гостевой дом с 3 спальнями и бассейном на крыше. Все эти апартаменты будут полностью обслуживаться 5-звездочным гостиничным сервисом.</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77667069cdf473399ecec_exterior1.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7766b4512d6656fe21d38_exterior2.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/633878900a949587233a1ab0_PALME_COUTURE.png,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7765a559876e3eb179dda_PALME_COUTURE.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77672069cdf34c599edec_2.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77672c2321dc1798ba314_3.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77672dd3aacd9d73058f4_4.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77671bd1694bf3539c9cf_5.jpg,
Peninsula,peninsula,62e165885f812e7893e3a10e,62e778645d9964614af8ae8d,Mon Aug 01 2022 06:53:24 GMT+0000 (Coordinated Universal Time),Wed Oct 05 2022 09:21:31 GMT+0000 (Coordinated Universal Time),Wed Oct 05 2022 09:24:11 GMT+0000 (Coordinated Universal Time),Пенисула,buisness-bay,milchakova-svetlana,0,578 541 ,27 770 000,Peninsula,-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A38cffd45b288026b00876baa94b09e6dbd2e0bf87f4395f20441455ccb8c3585&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 75,50,75,10000,"Комплекс, вдохновленный оазисом и со всех сторон омываемый дубайским каналом, пропагандирующий роскошный образ жизни","<p id="""">Элитный комплекс с первоклассными удобствами - Peninsula, омываемый с трех сторон Dubai Canal, располагается в самом популярном районе Business Bay. Уникальный проект для Dubai - окунитесь в атмосферу семейного уюта, не лишаясь при этом возможности жить в центре города - Downtown District. Peninsula станет вашим домом. Основной особенностью является поразительная набережная с известными ресторанами, уютными кафе, салонами красоты и торговыми площадями, которая продолжается до парков, садов и скверов вдоль всего Дубайского канала. Потрясающе спланированное коммьюнити со своей инфраструктурой и услугами водного такси RTA Marine. Peninsula устанавливает стандарты жизни в центре Dubai.</p><p id="""">Занимайтесь спортом, обедайте в лучших ресторанах, выходите в море в любое время, посещайте бутики престижных мировых брендов - все это есть в Peninsula. Находясь в сердце района Business Bay, комплекс идеально подходит для деловых поездок или запланированного отдыха. Вы и ваша семья останетесь под незабываемым впечатлением от процветающей среды нашего коммьюнити.</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77816069cdf5c0d9a0a79_1169.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7781aa26fe3bf0eb20b92_451.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a5a1f756736820355e25_peninsula.svg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7784bf336100d0b3a0fd6_dubai-peninsula-compressed.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7782243e47b9a917762e7_362.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77816069cdf5c0d9a0a79_1169.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77823559876d22217ac41_2141.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77822ab613583f1269867_13241.jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e778234512d681a1e235b8_14231.jpg,6
ЖК  Safa One ,safa-one,62e165885f812e7893e3a10e,62e77a4d4512d654e0e24fbf,Mon Aug 01 2022 07:01:33 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 17:13:09 GMT+0000 (Coordinated Universal Time),Sat Oct 01 2022 17:14:31 GMT+0000 (Coordinated Universal Time),Сафа,buisness-bay,milchakova-svetlana,0,433 461,33 810 000,Al Safa Dubai area,-,-,https://api-maps.yandex.ru/services/constructor/1.0/js/?um=constructor%3A1916a2f28d9bf28ef818eda4ce02d68ed677c1117f6c5a6a5937d90057a9d0f7&amp;width=100%25&amp;height=400&amp;lang=ru_RU&amp;scroll=true,от 75 до 526 ,17,75,526,Новый экклюзивный проект - Safa One de GRISOGONO – The Nature of Luxury. ,"<p id="""">Новый экклюзивный проект - Safa One de GRISOGONO – The Nature of Luxury. Он будет состоять из двух высотных зданий, разработанных в сотрудничестве со знаменитым швейцарским брендом ювелирных изделий de GRISOGONO. Комплекс будет находиться на границе парка Safa Park, что откроет местным жителям прекрасный вид на Dubai Canal и автомагистраль Sheikh Zayed Road.</p><p id="""">Архитектурный стиль зданий повторяет очертания шедеврального ожерелья, созданного основателем ювелирного дома de GRISOGONO Фавазом Груози. Фасад башен будет выполнен в глубоком королевском оттенке изумрудно-зеленого, что станет фирменным стилем ультра роскошного проекта Safa One.</p>",Апартаменты,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a15c2321d4a018bdd02_SAFA_ONE_Metropolita.jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a16f3361084ba3a23c5_SAFA_ONE_Metropolita%20(3).jpg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e7a5bbbd9b8063f195fb6f_safaone.svg,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a0ac95a77408b1cf257_safa_one.pdf,https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a1c559876712517cebc_SAFA_ONE_Metropolita%20(1).jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a1cc2321d94158bdd52_SAFA_ONE_Metropolita%20(2).jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a16f3361084ba3a23c5_SAFA_ONE_Metropolita%20(3).jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a1c43e47b278d777acb_SAFA_ONE_Metropolita%20(4).jpg; https://uploads-ssl.webflow.com/62e165885f812ea553e3a10b/62e77a15c2321d4a018bdd02_SAFA_ONE_Metropolita.jpg,7
